releasedate_nfp,actual_nfp,forecast_nfp,surp_nfp,releasedate_unemp,actual_unemp,forecast_unemp,surp_unemp,releasedate_corecpi,actual_corecpi,forecast_corecpi,surp_corecpi,releasedate_gdp,actual_gdp,forecast_gdp,surp_gdp,releasedate_retsailes,actual_retsailes,forecast_retsailes,surp_retsailes,releasedate_ism_pmi,actual_ism_pmi,forecast_ism_pmi,surp_ism_pmi,releasedate_dgorders,actual_dgorders,forecast_dgorders,surp_dgorders,releasedate_newhomesales,actual_newhomesales,forecast_newhomesales,surp_newhomesales,releasedate_consconfid,actual_consconfid,forecast_consconfid,surp_consconfid,releasedate_avghourlyearnmings,actual_avghourlyearnmings,forecast_avghourlyearnmings,surp_avghourlyearnmings,releasedate_cpi,actual_cpi,forecast_cpi,surp_cpi,releasedate_tradebal,actual_tradebal,forecast_tradebal,surp_tradebal,releasedate_indprod,actual_indprod,forecast_indprod,surp_indprod
09.01.1998,370,225,145,09.01.1998,4.7,4.6,0.1,13.01.1998,0.233918129,NA,#VALUE!,30.01.1998,4.3,3.6,0.7,13.06.2001,0.1,0.4,-0.3,02.02.1998,NA,NA,-0.4,25.08.1999,3.30830418,0.8,2.50830418,30.07.1999,0.929,0.9,0.029,02.02.2001,94.7,94,0.7,06.10.2000,0.217391304,0.3,-0.1,13.01.1998,0.0618047,0.1,0,21.01.1998,-8.037,-10,2,16.01.1998,0.5,0.5,0
06.02.1998,358,263,95,06.02.1998,4.7,4.7,0,24.02.1998,0.175029172,NA,#VALUE!,30.04.1998,4.2,3.3,0.9,13.07.2001,0.2,0.3,-0.1,02.03.1998,NA,NA,0.8,29.09.1999,0.88666059,-0.9,1.78666059,30.08.1999,0.98,0.905,0.075,02.03.2001,90.6,88.5,2.1,03.11.2000,0.433839479,0.3,0.1,24.02.1998,0,0.1,-0.1,19.02.1998,-10.785,NA,#VALUE!,17.02.1998,0,0.2,-0.2
06.03.1998,310,253,57,06.03.1998,4.6,4.7,-0.1,19.03.1998,0.291205591,NA,#VALUE!,31.07.1998,1.4,0,1.4,14.08.2001,0,-0.2,0.2,01.04.1998,NA,NA,1.8,27.10.1999,-1.3139453,-0.4,-0.9139453,30.09.1999,0.983,0.95,0.033,30.03.2001,91.5,91,0.5,08.12.2000,0.359971202,0.3,0.1,19.03.1998,0.06176652,0.1,0,19.03.1998,-12.043,-11.5,-0.5,17.03.1998,0,0,0
03.04.1998,-36,250,-286,03.04.1998,4.7,4.6,0.1,14.04.1998,0.116144019,NA,#VALUE!,30.10.1998,3.3,2.3,1,14.09.2001,0.3,0.2,0.1,01.05.1998,NA,NA,-1.1,23.11.1999,-1.2517324,NA,#VALUE!,29.10.1999,0.811,0.95,-0.139,27.04.2001,88.4,88.8,-0.4,05.01.2001,0.50215208,0.3,0.2,14.04.1998,0,0.1,-0.1,17.04.1998,-12.108,-11.4,-0.7,17.04.1998,0.2,0,0.2
08.05.1998,262,275,-13,08.05.1998,4.3,4.7,-0.4,14.05.1998,0.290023202,NA,#VALUE!,29.01.1999,5.6,4.3,1.3,12.10.2001,-2.4,-0.7,-1.7,01.06.1998,NA,NA,-0.9,23.12.1999,1.20763403,1.1,0.10763403,02.12.1999,0.986,NA,#VALUE!,25.05.2001,92,92.5,-0.5,02.02.2001,0.071377587,0.3,-0.2,14.05.1998,0.24691358,0.2,0,20.05.1998,-13.025,-11.7,-1.3,15.05.1998,0.1,-0.2,0.3
05.06.1998,296,225,71,05.06.1998,4.3,4.4,-0.1,16.06.1998,0.2313476,NA,#VALUE!,30.04.1999,4.5,3.5,1,14.11.2001,7.1,2,5.1,01.07.1998,NA,NA,-1.4,27.01.2000,4.09239795,0.8,3.29239795,06.01.2000,0.865,0.905,-0.04,29.06.2001,92.6,91.6,1,09.03.2001,0.570613409,0.3,0.3,16.06.1998,0.30788177,0.2,0.1,18.06.1998,-14.458,-13,-1.5,16.06.1998,0.5,0.3,0.2
02.07.1998,205,200,5,02.07.1998,4.5,4.4,0.1,14.07.1998,0.115406809,NA,#VALUE!,29.07.1999,2.3,3.4,-1.1,13.12.2001,-3.7,-3,-0.7,03.08.1998,NA,NA,-0.7,24.02.2000,-1.269691,-2.4,1.130309,02.02.2000,0.9,0.9,0,27.07.2001,92.4,93.7,-1.3,06.04.2001,0.496453901,0.3,0.2,14.07.1998,0.06138735,0.2,-0.1,17.07.1998,-15.745,-14.1,-1.6,16.07.1998,-0.6,-0.4,-0.2
07.08.1998,66,30,36,07.08.1998,4.5,4.6,-0.1,18.08.1998,0.172910663,NA,#VALUE!,28.10.1999,4.8,4.4,0.4,15.01.2002,-0.1,-1.4,1.3,01.09.1998,NA,NA,-1.1,24.03.2000,-2.2948853,-0.2,-2.0948853,02.03.2000,0.882,0.89,-0.008,31.08.2001,91.5,93.5,-2,04.05.2001,0.352858151,0.3,0.1,18.08.1998,0.18404908,0.2,0,18.08.1998,-14.151,-15.7,1.5,14.08.1998,-0.6,-0.5,-0.1
04.09.1998,365,350,15,04.09.1998,4.5,4.5,0,17.09.1998,0.230149597,0.2,0,28.01.2000,5.8,5.1,0.7,13.02.2002,-0.2,-0.2,0,01.10.1998,NA,NA,0.1,26.04.2000,2.59877688,1.5,1.09877688,29.03.2000,0.919,0.89,0.029,28.09.2001,81.8,79,2.8,01.06.2001,0.281293952,0.3,0,17.09.1998,0.18371096,0.1,0.1,17.09.1998,-13.923,-15.3,1.4,16.09.1998,1.7,0.9,0.8
02.10.1998,69,210,-141,02.10.1998,4.6,4.5,0.1,16.10.1998,0.172215844,0.2,0,27.04.2000,5.4,6,-0.6,13.03.2002,0.3,0.9,-0.6,02.11.1998,NA,NA,-0.7,26.05.2000,-6.433217,-0.5,-5.933217,02.05.2000,0.966,0.9,0.066,26.10.2001,82.7,83,-0.3,06.07.2001,0.210378682,0.3,-0.1,16.10.1998,0,0.1,-0.1,20.10.1998,-16.774,-14.9,-1.9,16.10.1998,-0.3,0.2,-0.5
05.11.1998,116,200,-84,05.11.1998,4.6,4.6,0,17.11.1998,0.171919771,0.2,0,28.07.2000,5.2,3.8,1.4,12.04.2002,0.2,0.4,-0.2,01.12.1998,NA,NA,-1.2,28.06.2000,5.95581544,3,2.95581544,31.05.2000,0.909,0.94,-0.031,21.11.2001,83.9,83.5,0.4,03.08.2001,0.419874038,0.3,0.1,17.11.1998,0.24449878,0.2,0,18.11.1998,-14.031,-16,2,16.11.1998,-0.1,0.1,-0.2
04.12.1998,267,200,67,04.12.1998,4.4,4.6,-0.2,15.12.1998,0.171624714,0.2,0,27.10.2000,2.7,3.5,-0.8,14.05.2002,1.2,0.6,0.6,04.01.1999,NA,NA,-2.4,27.07.2000,10.0061979,0,10.0061979,29.06.2000,0.875,0.885,-0.01,21.12.2001,88.8,85.8,3,07.09.2001,0.209059233,0.3,-0.1,15.12.1998,0.18292683,0.1,0.1,17.12.1998,-14.194,-15,0.8,16.12.1998,-0.3,-0.3,0
08.01.1999,378,193,185,08.01.1999,4.3,4.5,-0.2,14.01.1999,0.285551114,0.4,-0.1,31.01.2001,1.4,2.2,-0.8,13.06.2002,-0.9,-0.4,-0.5,01.02.1999,NA,NA,3.5,24.08.2000,-12.386271,-7.7,-4.686271,02.08.2000,0.829,0.878,-0.049,01.02.2002,93,94.2,-1.2,05.10.2001,0.417246175,0.3,0.1,14.01.1999,0.12172855,0.3,-0.2,21.01.1999,-15.493,-15,-0.5,15.01.1999,0.2,0.2,0
05.02.1999,245,175,70,05.02.1999,4.3,4.4,-0.1,19.02.1999,0.056947608,0.2,-0.1,27.04.2001,2,1,1,12.07.2002,1.1,0.5,0.6,01.03.1999,NA,NA,2.4,27.09.2000,2.92268714,2,0.92268714,29.08.2000,0.944,0.837,0.107,01.03.2002,90.7,91.1,-0.4,02.11.2001,0.207756233,0.3,-0.1,19.02.1999,0.1216545,0.2,-0.1,19.02.1999,-13.786,-15.8,2,17.02.1999,0,0,0
05.03.1999,275,245,30,05.03.1999,4.4,4.3,0.1,18.03.1999,0.056915196,0.2,-0.1,27.07.2001,0.7,0.7,0,13.08.2002,1.2,1.2,0,01.04.1999,NA,NA,2.3,27.10.2000,1.75542815,-0.2,1.95542815,03.10.2000,0.893,0.889,0.004,28.03.2002,95.7,95,0.7,07.12.2001,0.345542502,0.3,0,18.03.1999,0.06075334,0.1,0,18.03.1999,-16.99,-15,-2,16.03.1999,0.2,0,0.2
02.04.1999,46,200,-154,02.04.1999,4.2,4.3,-0.1,13.04.1999,0.113765643,0.2,-0.1,31.10.2001,-0.4,-1,0.6,13.09.2002,0.8,0.3,0.5,03.05.1999,NA,NA,-1.7,28.11.2000,-5.4548827,-2.1,-3.3548827,31.10.2000,0.946,0.887,0.059,26.04.2002,93,94.5,-1.5,04.01.2002,0.619834711,0.3,0.3,13.04.1999,0.18214936,0.3,-0.1,20.04.1999,-19.438,-16.7,-2.7,16.04.1999,0.1,0.1,0
07.05.1999,234,225,9,07.05.1999,4.3,4.2,0.1,14.05.1999,0.397727273,0.2,0.2,30.01.2002,0.2,-0.9,1.1,11.10.2002,-1.2,-0.9,-0.3,01.06.1999,NA,NA,1.2,22.12.2000,2.29324876,1.8,0.49324876,04.12.2000,0.928,0.9,0.028,31.05.2002,96.9,95.8,1.1,01.02.2002,-0.136892539,0.2,-0.3,14.05.1999,0.72727273,0.4,0.3,20.05.1999,-19.698,-18.1,-1.6,14.05.1999,0.6,0.3,0.3
04.06.1999,11,225,-214,04.06.1999,4.2,4.3,-0.1,16.06.1999,0.113186191,0.2,-0.1,26.04.2002,5.8,5,0.8,14.11.2002,0,-0.3,0.3,01.07.1999,NA,NA,2.2,26.01.2001,2.19721533,-2,4.19721533,05.01.2001,0.909,0.915,-0.006,28.06.2002,92.4,90.8,1.6,08.03.2002,0.274160384,0.3,0,16.06.1999,0,0.2,-0.2,17.06.1999,-18.939,-19.4,0.5,16.06.1999,0.2,0.3,-0.1
02.07.1999,268,223,45,02.07.1999,4.3,4.2,0.1,15.07.1999,0.056529112,0.2,-0.1,31.07.2002,1.1,2.2,-1.1,12.12.2002,0.4,0.4,0,02.08.1999,NA,NA,-2.6,27.02.2001,-6.0043084,-2.9,-3.1043084,31.01.2001,0.975,0.891,0.084,26.07.2002,88.1,86.8,1.3,05.04.2002,0.2734108,0.3,0,15.07.1999,0,0.1,-0.1,20.07.1999,-21.335,-19,-2.3,16.07.1999,0.2,0.2,0
06.08.1999,310,205,105,06.08.1999,4.3,4.2,0.1,17.08.1999,0.169491525,0.2,0,31.10.2002,3.1,3.7,-0.6,14.01.2003,1.2,1.3,-0.1,01.09.1999,NA,NA,-0.5,27.03.2001,-0.1949015,-0.3,0.1050985,27.02.2001,0.921,0.975,-0.054,30.08.2002,87.6,88.1,-0.5,03.05.2002,0.136332652,0.3,-0.2,17.08.1999,0.30084236,0.3,0,19.08.1999,-24.622,-20.5,-4.1,17.08.1999,0.7,0.8,-0.1
03.09.1999,124,210,-86,03.09.1999,4.2,4.2,0,15.09.1999,0.112803158,0.2,-0.1,30.01.2003,0.7,0.7,0,13.02.2003,-0.9,-0.5,-0.4,01.10.1999,NA,NA,3.3,25.04.2001,3.04179644,0.5,2.54179644,26.03.2001,0.911,0.911,0,27.09.2002,86.1,86,0.1,07.06.2002,0.068073519,0.3,-0.2,15.09.1999,0.29994001,0.3,0,21.09.1999,-25.183,-23.8,-1.4,16.09.1999,0.3,0,0.3
08.10.1999,-8,220,-228,08.10.1999,4.2,4.2,0,19.10.1999,0.338028169,0.3,0,25.04.2003,1.6,2,-0.4,13.03.2003,-1.6,-0.5,-1.1,01.11.1999,NA,NA,NA,25.05.2001,-5.0488541,-2.1,-2.9488541,25.04.2001,1.021,0.905,0.116,25.10.2002,80.6,80.5,0.1,05.07.2002,0.408163265,0.3,0.1,19.10.1999,0.41866029,0.4,0,20.10.1999,-24.095,-24.8,0.7,15.10.1999,-0.3,0.1,-0.4
05.11.1999,310,303,7,05.11.1999,4.1,NA,NA,17.11.1999,0.168444694,0.2,0,31.07.2003,2.4,1.4,1,11.04.2003,2.1,0.7,1.4,01.12.1999,NA,NA,NA,26.06.2001,2.90515538,0.4,2.50515538,24.05.2001,0.894,0.98,-0.086,27.11.2002,84.2,85,-0.8,02.08.2002,0.203252033,0.2,0,17.11.1999,0.17867778,0.1,0.1,18.11.1999,-24.408,NA,#VALUE!,16.11.1999,0.7,0.3,0.4
03.12.1999,234,200,34,03.12.1999,4.1,NA,NA,14.12.1999,0.224215247,0.2,0,30.10.2003,7.2,6,1.2,14.05.2003,-0.1,0.3,-0.4,03.01.2000,NA,NA,-0.5,26.07.2001,-1.9929947,-0.9,-1.0929947,26.06.2001,0.928,0.9,0.028,23.12.2002,86.7,86.6,0.1,06.09.2002,0.202839757,0.3,-0.1,14.12.1999,0.11890606,0.2,-0.1,16.12.1999,-25.937,-24.4,-1.5,15.12.1999,0.3,0.2,0.1
07.01.2000,315,230,85,07.01.2000,4.1,4.1,0,14.01.2000,0.111856823,0.2,-0.1,30.01.2004,4,4.8,-0.8,12.06.2003,0.1,0,0.1,01.02.2000,NA,NA,0,24.08.2001,-0.6435484,-0.5,-0.1435484,27.07.2001,0.922,0.922,0,31.01.2003,82.4,83.2,-0.8,04.10.2002,0.337381916,0.3,0,14.01.2000,0.23752969,0.3,-0.1,20.01.2000,-26.502,-26,-0.5,14.01.2000,0.4,0.4,0
04.02.2000,387,250,137,04.02.2000,4,4,0,18.02.2000,0.111731844,0.2,-0.1,29.04.2004,4.2,5.2,-1,15.07.2003,0.5,0.6,-0.1,01.03.2000,NA,NA,0.9,27.09.2001,-0.3191718,-0.3,-0.0191718,24.08.2001,0.95,0.913,0.037,28.02.2003,79.9,79.2,0.7,01.11.2002,0.134498991,0.3,-0.2,18.02.2000,0.17772512,0.3,-0.1,18.02.2000,-25.548,-26.5,1,15.02.2000,1,0.5,0.5
03.03.2000,43,228,-185,03.03.2000,4.1,4,0.1,17.03.2000,0.167410714,0.2,0,30.07.2004,3,3.8,-0.8,13.08.2003,1.4,0.9,0.5,03.04.2000,NA,NA,-1.2,25.10.2001,-8.4943751,-0.9,-7.5943751,27.09.2001,0.898,0.925,-0.027,28.03.2003,77.6,75,2.6,06.12.2002,0.268636669,0.3,0,17.03.2000,0.53222945,0.4,0.1,21.03.2000,-28.003,-26.5,-1.5,15.03.2000,0.3,0.5,-0.2
07.04.2000,416,400,16,07.04.2000,4.1,4,0.1,14.04.2000,0.445682451,0.2,0.2,29.10.2004,3.7,4.4,-0.7,12.09.2003,0.6,1.3,-0.7,01.05.2000,NA,NA,-0.9,29.11.2001,12.7661782,2,10.7661782,26.10.2001,0.864,0.85,0.014,25.04.2003,86,84.8,1.2,10.01.2003,0.334896182,0.3,0,14.04.2000,0.70588235,0.5,0.2,19.04.2000,-29.241,-28.9,-0.3,14.04.2000,0.3,0.3,0
05.05.2000,340,315,25,05.05.2000,3.9,4,-0.1,16.05.2000,0.166389351,0.2,0,28.01.2005,3.1,3.4,-0.3,15.10.2003,-0.2,-0.2,0,01.06.2000,NA,NA,-2.3,28.12.2001,-4.7665021,-5,0.2334979,29.11.2001,0.88,0.85,0.03,30.05.2003,92.1,93,-0.9,07.02.2003,0,0.3,-0.3,16.05.2000,0,0,0,19.05.2000,-30.176,-29,-1.2,15.05.2000,0.9,0.9,0
02.06.2000,231,388,-157,02.06.2000,4.1,3.9,0.2,14.06.2000,0.166112957,0.2,0,28.04.2005,3.1,3.7,-0.6,14.11.2003,-0.3,-0.2,-0.1,03.07.2000,NA,NA,-1.7,29.01.2002,1.95954926,1.5,0.45954926,28.12.2001,0.934,0.885,0.049,27.06.2003,89.7,87,2.7,07.03.2003,0.667556742,0.3,0.4,14.06.2000,0.05841121,0.2,-0.1,20.06.2000,-30.438,-29.3,-1.1,15.06.2000,0.4,-0.3,0.7
07.07.2000,11,293,-282,07.07.2000,4,4,0,18.07.2000,0.165837479,0.2,0,29.07.2005,3.4,3.2,0.2,11.12.2003,0.9,0.6,0.3,01.08.2000,NA,NA,-0.6,27.02.2002,2.62972367,1,1.62972367,28.01.2002,0.946,0.915,0.031,01.08.2003,90.9,.,#VALUE!,04.04.2003,0.132625995,0.2,-0.1,18.07.2000,0.58377116,0.5,0.1,19.07.2000,-31.036,-30.5,-0.5,14.07.2000,0.2,0.3,-0.1
04.08.2000,-108,75,-183,04.08.2000,4,4,0,16.08.2000,0.220750552,0.2,0,28.10.2005,3.8,3.7,0.1,15.01.2004,0.5,0.8,-0.3,01.09.2000,NA,NA,-2.8,26.03.2002,1.53489162,1,0.53489162,27.02.2002,0.823,0.925,-0.102,29.08.2003,89.3,90.5,-1.2,02.05.2003,0.066225166,0.2,-0.1,16.08.2000,0.23215322,0.2,0,18.08.2000,-30.618,-31.4,0.8,15.08.2000,0.4,0.4,0
01.09.2000,-105,-33,-72,01.09.2000,4.1,4,0.1,15.09.2000,0.220264317,0.2,0,27.01.2006,1.1,3,-1.9,12.02.2004,-0.3,0.1,-0.4,02.10.2000,NA,NA,-0.1,24.04.2002,-0.559694,0.5,-1.059694,27.03.2002,0.875,0.89,-0.015,26.09.2003,87.7,88.7,-1,06.06.2003,1.522170748,0.2,1.3,15.09.2000,-0.0579039,0.2,-0.3,20.09.2000,-31.892,-31.1,-0.8,15.09.2000,0.3,0.1,0.2
06.10.2000,252,250,2,06.10.2000,3.9,4.1,-0.2,18.10.2000,0.32967033,0.2,0.1,28.04.2006,4.8,4.9,-0.1,11.03.2004,0.6,0.5,0.1,01.11.2000,NA,NA,-1.2,23.05.2002,1.09977558,0.4,0.69977558,24.04.2002,0.878,0.89,-0.012,31.10.2003,89.6,89.6,0,03.07.2003,0.260756193,0.2,0.1,18.10.2000,0.52113492,0.4,0.1,19.10.2000,-29.441,-32,2.6,17.10.2000,0.2,-0.1,0.3
03.11.2000,137,198,-61,03.11.2000,3.9,4,-0.1,16.11.2000,0.164293538,0.2,0,28.07.2006,2.5,3.1,-0.6,13.04.2004,1.8,0.7,1.1,01.12.2000,NA,NA,-0.8,26.06.2002,0.56037211,0.5,0.06037211,24.05.2002,0.915,0.88,0.035,26.11.2003,93.7,93.8,-0.1,01.08.2003,0.390117035,0.2,0.2,16.11.2000,0.17281106,0.2,0,21.11.2000,-34.263,-30.5,-3.8,15.11.2000,-0.1,0.3,-0.4
08.12.2000,94,148,-54,08.12.2000,4,4,0,15.12.2000,0.273373428,NA,#VALUE!,27.10.2006,1.6,2.2,-0.6,13.05.2004,-0.5,-0.3,-0.2,02.01.2001,NA,NA,-3.3,25.07.2002,-3.8499939,0.4,-4.2499939,26.06.2002,1.028,0.92,0.108,23.12.2003,92.6,90.5,2.1,05.09.2003,0.064766839,0.3,-0.2,15.12.2000,0.17251294,NA,#VALUE!,19.12.2000,-33.184,-33.5,0.3,15.12.2000,-0.2,NA,#VALUE!
05.01.2001,105,105,0,05.01.2001,4,4.1,-0.1,17.01.2001,0.054525627,0.2,-0.1,31.01.2007,3.5,3.1,0.4,14.06.2004,1.2,1,0.2,01.02.2001,NA,NA,-2.6,27.08.2002,8.71458641,1.5,7.21458641,25.07.2002,1.001,0.98,0.021,30.01.2004,103.8,102.6,1.2,03.10.2003,0,0.3,-0.3,17.01.2001,0.17221584,0.2,0,19.01.2001,-32.994,-33,0,17.01.2001,-0.6,-0.5,-0.1
02.02.2001,268,75,193,02.02.2001,4.2,4.1,0.1,21.02.2001,0.326975477,0.2,0.1,27.04.2007,1.3,1.9,-0.6,14.07.2004,-1.1,-0.4,-0.7,01.03.2001,NA,NA,-0.1,26.09.2002,-0.582468,-2.6,2.017532,26.08.2002,1.017,0.975,0.042,27.02.2004,94.4,94,0.4,07.11.2003,0.064724919,0.2,-0.1,21.02.2001,0.63001145,0.3,0.3,21.02.2001,-32.994,-32,-1,16.02.2001,-0.3,0,-0.3
09.03.2001,135,75,60,09.03.2001,4.2,4.2,0,21.03.2001,0.325909832,0.2,0.1,27.07.2007,3.4,3.2,0.2,12.08.2004,0.7,1,-0.3,02.04.2001,NA,NA,1.1,25.10.2002,-5.8891889,-2,-3.8891889,26.09.2002,0.996,0.98,0.016,26.03.2004,95.8,93.8,2,05.12.2003,0,0.3,-0.3,21.03.2001,0.28457598,0.2,0.1,20.03.2001,-33.262,-33.7,0.4,16.03.2001,-0.6,-0.4,-0.2
06.04.2001,-86,50,-136,06.04.2001,4.3,4.3,0,17.04.2001,0.216567407,0.2,0,31.10.2007,3.9,3,0.9,14.09.2004,-0.3,-0.1,-0.2,01.05.2001,NA,NA,-0.8,27.11.2002,2.84055297,1.3,1.54055297,25.10.2002,1.021,0.988,0.033,30.04.2004,94.2,94,0.2,09.01.2004,0.258732212,0.2,0.1,17.04.2001,0.05675369,0.1,0,18.04.2001,-26.987,-32.9,5.9,17.04.2001,0.4,-0.2,0.6
04.05.2001,-223,25,-248,04.05.2001,4.5,4.4,0.1,16.05.2001,0.216099406,0.2,0,30.01.2008,0.6,1.2,-0.6,15.10.2004,1.5,0.6,0.9,01.06.2001,NA,NA,-1.4,24.12.2002,-1.3636179,0.5,-1.8636179,26.11.2002,1.007,0.988,0.019,28.05.2004,90.2,95,-4.8,06.02.2004,-0.064516129,0.1,-0.2,16.05.2001,0.28360749,0.4,-0.1,18.05.2001,-31.174,-29.5,-1.7,14.05.2001,-0.3,-0.2,-0.1
01.06.2001,-19,0,-19,01.06.2001,4.4,4.6,-0.2,15.06.2001,0.107816712,0.2,-0.1,30.04.2008,0.6,0.3,0.3,12.11.2004,0.2,0,0.2,02.07.2001,NA,NA,2.4,28.01.2003,0.219222,0.9,-0.680778,27.12.2002,1.069,1,0.069,25.06.2004,95.6,95.5,0.1,05.03.2004,0.193673338,0.2,0,15.06.2001,0.3959276,0.4,0,21.06.2001,-32.174,-31.5,-0.7,15.06.2001,-0.8,-0.4,-0.4
06.07.2001,-114,-25,-89,06.07.2001,4.5,4.6,-0.1,18.07.2001,0.323101777,0.2,0.1,31.07.2008,1.9,2.4,-0.5,13.12.2004,0.1,0,0.1,01.08.2001,NA,NA,-0.9,27.02.2003,3.27277024,1,2.27277024,28.01.2003,1.082,1.037,0.045,30.07.2004,96.7,96.3,0.4,02.04.2004,0.128865979,0.2,-0.1,18.07.2001,0.22535211,0.1,0.1,19.07.2001,-28.335,-32.3,4,17.07.2001,-0.7,-0.5,-0.2
03.08.2001,-42,-38,-4,03.08.2001,4.5,4.7,-0.2,16.08.2001,0.161030596,0.1,0.1,30.10.2008,-0.3,-0.5,0.2,13.01.2005,1.2,1,0.2,04.09.2001,NA,NA,3.9,26.03.2003,-1.2208425,-1,-0.2208425,27.02.2003,0.914,1.05,-0.136,27.08.2004,95.9,94,1.9,07.05.2004,0.321750322,0.2,0.1,16.08.2001,-0.2810568,-0.1,-0.2,17.08.2001,-29.409,-29.4,0,15.08.2001,-0.1,-0.3,0.2
07.09.2001,-113,-43,-70,07.09.2001,4.9,4.6,0.3,18.09.2001,0.214362272,0.2,0,30.01.2009,-3.8,-5.4,1.6,15.02.2005,-0.3,-0.4,0.1,01.10.2001,NA,NA,1,24.04.2003,1.99766156,0.1,1.89766156,26.03.2003,0.854,0.92,-0.066,01.10.2004,94.2,95.8,-1.6,04.06.2004,0.320718409,0.2,0.1,18.09.2001,0.05636979,0.2,-0.1,19.09.2001,-28.83,-29.5,0.7,14.09.2001,-0.8,-0.2,-0.6
05.10.2001,-199,-100,-99,05.10.2001,4.9,5,-0.1,19.10.2001,0.213903743,0.2,0,29.04.2009,-6.1,-5,-1.1,15.03.2005,0.5,0.6,-0.1,01.11.2001,NA,NA,-4.7,28.05.2003,-2.4428416,-1.5,-0.9428416,25.04.2003,1.012,0.89,0.122,29.10.2004,91.7,88,3.7,02.07.2004,0.063938619,0.3,-0.2,19.10.2001,0.3943662,0.3,0.1,19.10.2001,-27.114,-28.7,1.6,16.10.2001,-1,-0.9,-0.1
02.11.2001,-415,-283,-132,02.11.2001,5.4,5.1,0.3,16.11.2001,0.160085379,0.1,0.1,31.07.2009,-1,2.4,-3.4,13.04.2005,0.3,0.8,-0.5,03.12.2001,NA,NA,2.5,25.06.2003,-0.321551,1,-1.321551,27.05.2003,1.028,0.975,0.053,24.11.2004,92.8,96,-3.2,06.08.2004,0.319488818,0.3,0,16.11.2001,-0.3367003,-0.2,-0.1,20.11.2001,-18.692,-26.5,7.8,16.11.2001,-1.1,-1,-0.1
07.12.2001,-331,-200,-131,07.12.2001,5.7,5.6,0.1,14.12.2001,0.372935535,0.2,0.2,29.10.2009,3.5,3.2,0.3,12.05.2005,1.4,0.8,0.6,02.01.2002,NA,NA,3.2,25.07.2003,2.13029243,1.5,0.63029243,25.06.2003,1.157,1.04,0.117,23.12.2004,97.1,95.7,1.4,03.09.2004,0.445859873,0.2,0.2,14.12.2001,0,-0.1,0.1,19.12.2001,-29.433,-26.9,-2.5,14.12.2001,-0.3,-0.6,0.3
04.01.2002,-124,-175,51,04.01.2002,5.8,5.8,0,16.01.2002,0.106157113,0,0.1,29.01.2010,5.7,4.5,1.2,14.06.2005,-0.5,-0.2,-0.3,01.02.2002,NA,NA,0.4,26.08.2003,0.96391555,1,-0.03608445,25.07.2003,1.16,1.1,0.06,04.02.2005,95.5,96.2,-0.7,08.10.2004,0.063411541,0.3,-0.2,16.01.2002,-0.1689189,-0.2,0,18.01.2002,-27.887,-28.4,0.5,16.01.2002,-0.1,-0.4,0.3
01.02.2002,-89,-50,-39,01.02.2002,5.6,5.9,-0.3,20.02.2002,0,0.2,-0.2,30.04.2010,3.2,3.4,-0.2,14.07.2005,1.7,1,0.7,01.03.2002,NA,NA,3.9,25.09.2003,-0.8965994,0.6,-1.4965994,26.08.2003,1.165,1.15,0.015,04.03.2005,94.1,94.4,-0.3,05.11.2004,0.316856781,0.3,0,20.02.2002,0.16920474,0.3,-0.1,21.02.2002,-25.295,-28.5,3.2,15.02.2002,-0.1,-0.2,0.1
08.03.2002,66,13,53,08.03.2002,5.5,5.8,-0.3,21.03.2002,0.265111347,0.2,0.1,30.07.2010,2.4,2.5,-0.1,11.08.2005,1.8,2.1,-0.3,01.04.2002,NA,NA,1.1,28.10.2003,0.7891351,1,-0.2108649,25.09.2003,1.15,1.1,0.05,01.04.2005,92.6,92.8,-0.2,03.12.2004,0,0.3,-0.3,21.03.2002,0.22522523,0.2,0,19.03.2002,-28.518,-27,-1.5,15.03.2002,0.4,0.2,0.2
05.04.2002,58,50,8,05.04.2002,5.7,5.6,0.1,16.04.2002,0.105764146,0.2,-0.1,29.10.2010,2,2,0,14.09.2005,-2.1,-1.4,-0.7,01.05.2002,NA,NA,-1.1,26.11.2003,3.32831249,0.8,2.52831249,27.10.2003,1.145,1.1,0.045,29.04.2005,87.7,88.7,-1,07.01.2005,0.189513582,0.2,0,16.04.2002,0.33707865,0.5,-0.2,17.04.2002,-31.512,-29.3,-2.2,16.04.2002,0.7,0.5,0.2
03.05.2002,43,43,0,03.05.2002,6,5.8,0.2,15.05.2002,0.264131009,0.2,0.1,28.01.2011,3.2,3.5,-0.3,14.10.2005,0.2,0.5,-0.3,03.06.2002,NA,NA,0.8,24.12.2003,-3.0929111,0.8,-3.8929111,26.11.2003,1.105,1.122,-0.017,27.05.2005,86.9,85.5,1.4,04.02.2005,0.126103405,0.2,-0.1,15.05.2002,0.50391937,0.4,0.1,17.05.2002,-31.633,-32,0.4,15.05.2002,0.4,0.4,0
